"","cell","natural","current_operations","combined_operations","combined_operations_AWSA","x","y","z"
"8218",10404,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509096,742391,4627
"8219",10405,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509098,742405,4628
"8220",10406,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2509103,742419,4628
"8221",10407,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509119,742438,4627
"8222",10408,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509120,742451,4627
"8223",10409,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509121,742464,4627
"8224",10410,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509107,742433,4627
"8225",10411,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509137,742542,4627
"8226",10412,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509133,742528,4627
"8227",10413,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509130,742516,4626
"8228",10414,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509130,742504,4626
"8229",10415,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509127,742490,4627
"8230",10416,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509123,742477,4627
"8231",10417,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509131,742550,4626
